Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions
74,47,82,62,75,76,75,70,77,65,62,58,44,64,74,57,52,64,67,73,77,55,48,75,58,56,60,77,66,LM
76,57,88,79,63,63,66,69,70,66,65,54,54,63,61,68,63,67,67,64,65,71,52,65,75,55,67,66,38,LW
76,57,88,79,63,63,66,69,70,66,65,54,54,63,61,68,63,67,67,64,65,71,52,65,75,55,67,66,38,LM
63,68,73,56,67,67,60,64,58,67,68,62,69,76,66,70,66,62,64,69,69,70,63,59,77,65,75,64,35,CM
63,68,73,56,67,67,60,64,58,67,68,62,69,76,66,70,66,62,64,69,69,70,63,59,77,65,75,64,35,CDM
53,34,58,59,59,45,39,46,58,61,35,61,16,53,52,56,17,51,63,51,50,63,18,55,62,20,85,44,54,ST
73,68,67,64,64,60,66,50,66,54,37,65,60,71,61,42,62,38,52,54,66,58,63,77,73,67,73,48,44,LB
89,41,87,83,76,55,69,59,76,67,58,69,31,73,57,73,21,65,76,65,72,78,24,89,71,21,61,65,67,ST
89,41,87,83,76,55,69,59,76,67,58,69,31,73,57,73,21,65,76,65,72,78,24,89,71,21,61,65,67,RM
78,60,81,82,72,63,57,60,71,66,51,47,48,59,68,68,44,52,57,60,73,74,45,77,69,40,56,58,56,CM
82,56,82,93,68,71,63,68,72,70,55,71,38,77,51,56,30,61,73,57,57,63,35,81,64,31,38,57,54,RM
82,56,82,93,68,71,63,68,72,70,55,71,38,77,51,56,30,61,73,57,57,63,35,81,64,31,38,57,54,LM
86,53,55,76,59,52,45,36,48,31,33,47,47,56,52,34,42,38,49,59,58,51,49,82,88,51,56,48,45,CM
66,76,47,53,62,61,62,54,52,41,54,62,66,61,53,56,68,62,48,58,65,71,63,61,74,71,81,52,47,RB
75,57,63,73,63,58,60,52,66,59,57,34,43,49,54,60,43,45,53,55,56,63,48,79,73,45,53,56,50,CAM
75,57,63,73,63,58,60,52,66,59,57,34,43,49,54,60,43,45,53,55,56,63,48,79,73,45,53,56,50,RM
69,64,74,77,63,58,56,43,60,28,36,63,67,71,41,32,68,47,48,68,53,66,68,73,62,70,53,49,42,RB
87,38,86,83,74,63,62,55,78,66,35,34,19,76,57,51,19,51,68,67,67,81,29,89,58,27,52,69,47,ST
87,38,86,83,74,63,62,55,78,66,35,34,19,76,57,51,19,51,68,67,67,81,29,89,58,27,52,69,47,RM
87,38,86,83,74,63,62,55,78,66,35,34,19,76,57,51,19,51,68,67,67,81,29,89,58,27,52,69,47,LM
68,58,74,64,84,66,60,76,82,74,57,68,32,74,55,69,21,67,78,75,73,74,16,65,53,19,68,71,74,RM
68,58,74,64,84,66,60,76,82,74,57,68,32,74,55,69,21,67,78,75,73,74,16,65,53,19,68,71,74,ST
83,58,69,72,74,69,71,79,75,66,69,68,39,68,67,75,32,55,74,73,75,77,37,79,74,45,67,73,61,LM
83,58,69,72,74,69,71,79,75,66,69,68,39,68,67,75,32,55,74,73,75,77,37,79,74,45,67,73,61,RM
72,70,71,61,71,61,63,60,73,71,44,65,32,66,64,65,33,64,72,65,68,69,20,78,69,30,65,61,63,LM
72,70,71,61,71,61,63,60,73,71,44,65,32,66,64,65,33,64,72,65,68,69,20,78,69,30,65,61,63,RM
72,70,71,61,71,61,63,60,73,71,44,65,32,66,64,65,33,64,72,65,68,69,20,78,69,30,65,61,63,ST
87,58,86,78,75,50,70,45,73,52,66,71,56,80,67,69,30,47,75,71,66,80,53,90,70,29,61,64,58,RM
87,58,86,78,75,50,70,45,73,52,66,71,56,80,67,69,30,47,75,71,66,80,53,90,70,29,61,64,58,LM
66,74,76,72,81,80,65,69,84,62,62,51,78,54,76,80,70,78,68,78,86,84,60,68,77,73,71,82,67,CDM
66,74,76,72,81,80,65,69,84,62,62,51,78,54,76,80,70,78,68,78,86,84,60,68,77,73,71,82,67,CM
88,62,78,76,72,80,75,86,73,74,75,64,40,64,72,75,40,73,73,75,74,82,33,73,80,35,70,77,76,RM
68,56,63,63,50,46,48,33,45,24,35,60,54,76,51,33,66,40,50,56,55,44,58,67,64,65,71,39,26,RB
68,56,63,63,50,46,48,33,45,24,35,60,54,76,51,33,66,40,50,56,55,44,58,67,64,65,71,39,26,CB
64,69,47,71,64,62,70,62,56,47,58,68,64,66,64,60,71,48,51,62,72,57,70,68,75,75,67,48,52,LB
80,55,75,77,69,63,57,66,74,60,74,42,40,71,51,68,34,55,62,62,62,53,53,73,66,37,56,68,32,CAM
63,65,65,70,74,81,72,66,72,71,67,51,59,51,68,66,37,73,80,67,72,64,45,62,72,43,58,76,68,LM
63,65,65,70,74,81,72,66,72,71,67,51,59,51,68,66,37,73,80,67,72,64,45,62,72,43,58,76,68,RM
55,70,72,74,62,65,64,24,47,36,39,55,71,78,59,50,66,53,33,66,63,67,68,64,63,70,67,52,49,LB
55,70,72,74,62,65,64,24,47,36,39,55,71,78,59,50,66,53,33,66,63,67,68,64,63,70,67,52,49,RB
82,40,74,67,64,56,58,52,72,63,50,44,28,38,58,56,24,66,63,59,68,56,32,85,56,33,62,53,44,LM
72,71,61,59,64,64,70,63,58,40,40,55,65,66,59,65,63,50,55,70,61,71,68,75,85,67,72,45,38,LM
72,71,61,59,64,64,70,63,58,40,40,55,65,66,59,65,63,50,55,70,61,71,68,75,85,67,72,45,38,LB
85,61,84,87,75,75,73,64,78,72,65,68,23,81,64,75,20,65,76,74,66,79,18,84,78,18,69,62,62,LW
85,61,84,87,75,75,73,64,78,72,65,68,23,81,64,75,20,65,76,74,66,79,18,84,78,18,69,62,62,RW
65,43,63,61,58,55,48,45,60,52,38,54,49,60,57,48,43,54,53,57,65,55,60,67,68,68,59,50,47,CB
65,43,63,61,58,55,48,45,60,52,38,54,49,60,57,48,43,54,53,57,65,55,60,67,68,68,59,50,47,CDM
65,43,63,61,58,55,48,45,60,52,38,54,49,60,57,48,43,54,53,57,65,55,60,67,68,68,59,50,47,CM
53,80,53,73,58,69,44,52,55,53,49,55,64,92,59,56,67,61,53,61,62,64,68,52,92,67,79,51,48,CM
53,80,53,73,58,69,44,52,55,53,49,55,64,92,59,56,67,61,53,61,62,64,68,52,92,67,79,51,48,LB
75,75,71,68,71,61,68,71,75,33,41,44,66,70,44,34,71,38,41,66,64,44,73,76,82,72,52,55,37,LB
90,67,73,65,65,63,64,59,70,58,59,64,56,52,48,58,25,61,60,59,62,61,31,90,55,28,72,49,62,RW
90,67,73,65,65,63,64,59,70,58,59,64,56,52,48,58,25,61,60,59,62,61,31,90,55,28,72,49,62,LM
90,67,73,65,65,63,64,59,70,58,59,64,56,52,48,58,25,61,60,59,62,61,31,90,55,28,72,49,62,RM
74,72,62,74,64,74,72,67,61,48,61,58,71,62,58,55,66,56,61,72,71,67,69,81,73,62,51,58,55,LB
70,78,84,82,65,61,48,43,51,33,53,36,73,77,58,41,55,49,51,65,70,60,54,65,52,72,68,56,39,CAM
70,78,84,82,65,61,48,43,51,33,53,36,73,77,58,41,55,49,51,65,70,60,54,65,52,72,68,56,39,CM
70,78,84,82,65,61,48,43,51,33,53,36,73,77,58,41,55,49,51,65,70,60,54,65,52,72,68,56,39,CDM
83,69,78,75,69,70,73,72,74,57,52,46,65,70,67,60,66,48,74,69,75,64,66,84,85,66,68,72,38,LM
83,69,78,75,69,70,73,72,74,57,52,46,65,70,67,60,66,48,74,69,75,64,66,84,85,66,68,72,38,LB
72,63,88,83,66,62,50,66,67,48,45,46,63,61,60,58,50,51,54,59,65,56,62,69,82,52,55,66,56,CDM
72,63,88,83,66,62,50,66,67,48,45,46,63,61,60,58,50,51,54,59,65,56,62,69,82,52,55,66,56,CM
75,48,73,61,64,68,64,66,63,58,37,35,17,54,54,53,22,54,67,68,60,72,25,77,90,23,75,60,47,ST
75,48,73,61,64,68,64,66,63,58,37,35,17,54,54,53,22,54,67,68,60,72,25,77,90,23,75,60,47,RW
63,37,59,57,53,53,46,47,50,46,42,45,24,50,60,39,38,52,51,50,64,58,50,65,45,43,73,49,43,CM
69,45,59,62,63,57,61,56,63,64,42,48,43,54,61,45,38,47,64,54,67,57,50,71,70,53,89,58,35,CAM
69,45,59,62,63,57,61,56,63,64,42,48,43,54,61,45,38,47,64,54,67,57,50,71,70,53,89,58,35,LM
58,62,60,55,53,60,52,38,48,28,32,64,69,81,41,31,72,46,41,61,56,35,69,55,65,72,78,36,28,CB
69,36,76,71,61,60,57,45,63,52,44,47,38,53,56,50,45,49,55,55,62,52,34,66,66,41,65,61,43,CAM
63,78,68,67,72,62,57,42,69,40,45,60,65,67,67,44,63,49,63,67,72,63,65,66,71,69,76,65,40,CDM
63,78,68,67,72,62,57,42,69,40,45,60,65,67,67,44,63,49,63,67,72,63,65,66,71,69,76,65,40,CM
60,87,70,58,72,80,62,57,71,55,50,61,82,81,76,61,63,72,62,81,76,73,74,57,80,76,78,71,48,CM
60,87,70,58,72,80,62,57,71,55,50,61,82,81,76,61,63,72,62,81,76,73,74,57,80,76,78,71,48,CDM
69,65,59,72,51,58,56,29,42,39,29,68,65,90,64,42,66,49,38,60,63,41,64,60,73,67,74,42,38,CDM
69,65,59,72,51,58,56,29,42,39,29,68,65,90,64,42,66,49,38,60,63,41,64,60,73,67,74,42,38,CB
76,45,62,62,66,54,36,60,64,66,40,60,15,60,53,67,14,69,72,65,55,70,16,75,55,21,66,59,62,ST
64,71,62,71,64,64,65,47,63,49,37,68,69,76,64,44,72,51,61,66,65,53,72,61,71,71,68,61,42,CB
64,71,62,71,64,64,65,47,63,49,37,68,69,76,64,44,72,51,61,66,65,53,72,61,71,71,68,61,42,RB
57,44,44,53,61,60,51,60,61,54,42,60,22,55,61,62,24,69,70,56,70,59,32,54,52,43,55,74,54,CM
57,44,44,53,61,60,51,60,61,54,42,60,22,55,61,62,24,69,70,56,70,59,32,54,52,43,55,74,54,CAM
67,65,68,66,68,79,64,69,70,66,54,65,35,70,59,63,22,63,67,70,65,78,25,65,68,26,83,67,65,LW
67,65,68,66,68,79,64,69,70,66,54,65,35,70,59,63,22,63,67,70,65,78,25,65,68,26,83,67,65,ST
69,62,58,55,58,59,64,64,62,59,44,62,58,50,62,61,58,58,60,64,64,67,54,75,81,62,77,61,54,RB
69,62,58,55,58,59,64,64,62,59,44,62,58,50,62,61,58,58,60,64,64,67,54,75,81,62,77,61,54,RM
70,56,76,69,79,66,76,80,81,67,60,43,28,58,71,77,38,56,64,66,78,78,43,69,63,46,66,70,47,LM
70,56,76,69,79,66,76,80,81,67,60,43,28,58,71,77,38,56,64,66,78,78,43,69,63,46,66,70,47,CAM
70,56,76,69,79,66,76,80,81,67,60,43,28,58,71,77,38,56,64,66,78,78,43,69,63,46,66,70,47,RW
68,42,71,55,71,60,74,77,68,71,76,68,17,72,48,65,22,66,62,60,62,71,15,73,57,21,73,70,58,LM
68,42,71,55,71,60,74,77,68,71,76,68,17,72,48,65,22,66,62,60,62,71,15,73,57,21,73,70,58,RM
68,42,71,55,71,60,74,77,68,71,76,68,17,72,48,65,22,66,62,60,62,71,15,73,57,21,73,70,58,ST
56,56,49,62,56,56,30,26,52,50,39,48,69,56,59,53,52,33,54,68,63,49,55,59,64,69,70,58,30,CB
56,56,49,62,56,56,30,26,52,50,39,48,69,56,59,53,52,33,54,68,63,49,55,59,64,69,70,58,30,CM
78,33,75,74,62,54,64,46,62,61,47,50,58,43,47,42,60,55,67,66,65,65,60,81,55,61,46,57,45,LM
78,33,75,74,62,54,64,46,62,61,47,50,58,43,47,42,60,55,67,66,65,65,60,81,55,61,46,57,45,RB
78,33,75,74,62,54,64,46,62,61,47,50,58,43,47,42,60,55,67,66,65,65,60,81,55,61,46,57,45,LB
70,38,78,72,54,55,40,47,56,50,35,36,40,56,53,36,31,49,50,58,58,52,35,76,60,43,50,50,41,CM
66,80,73,75,75,71,56,71,74,69,74,62,63,72,65,68,50,77,62,75,75,77,48,76,80,53,66,72,56,RM
66,80,73,75,75,71,56,71,74,69,74,62,63,72,65,68,50,77,62,75,75,77,48,76,80,53,66,72,56,CM
66,80,73,75,75,71,56,71,74,69,74,62,63,72,65,68,50,77,62,75,75,77,48,76,80,53,66,72,56,LM
64,60,78,70,70,68,55,49,72,58,60,43,49,55,62,57,40,67,65,65,70,66,31,72,72,33,59,66,61,LW
64,60,78,70,70,68,55,49,72,58,60,43,49,55,62,57,40,67,65,65,70,66,31,72,72,33,59,66,61,LM
78,38,84,76,81,69,73,76,83,65,71,42,60,66,73,70,45,65,69,72,79,70,44,69,77,56,59,77,65,LM
78,38,84,76,81,69,73,76,83,65,71,42,60,66,73,70,45,65,69,72,79,70,44,69,77,56,59,77,65,CM
78,38,84,76,81,69,73,76,83,65,71,42,60,66,73,70,45,65,69,72,79,70,44,69,77,56,59,77,65,CAM
67,59,58,56,71,60,74,62,60,53,51,71,69,51,65,57,69,35,63,65,70,71,68,69,75,72,70,60,32,RB
83,56,68,66,65,38,57,58,66,64,45,61,32,70,49,57,27,65,60,63,61,69,28,90,67,29,73,58,62,RM
83,56,68,66,65,38,57,58,66,64,45,61,32,70,49,57,27,65,60,63,61,69,28,90,67,29,73,58,62,ST
78,62,85,83,85,79,86,81,82,72,77,45,43,53,70,80,23,64,77,80,86,75,17,72,76,26,63,86,67,LM
78,62,85,83,85,79,86,81,82,72,77,45,43,53,70,80,23,64,77,80,86,75,17,72,76,26,63,86,67,CAM
59,69,50,52,48,59,44,44,41,31,38,65,62,66,40,40,66,53,34,61,49,58,78,72,62,77,70,43,44,CB
66,70,63,64,72,69,59,63,64,63,60,67,63,64,74,69,60,65,62,61,66,68,61,71,83,57,76,73,64,CAM
66,70,63,64,72,69,59,63,64,63,60,67,63,64,74,69,60,65,62,61,66,68,61,71,83,57,76,73,64,CM
66,70,63,64,72,69,59,63,64,63,60,67,63,64,74,69,60,65,62,61,66,68,61,71,83,57,76,73,64,CDM
82,30,73,87,69,57,60,62,74,53,43,38,22,42,61,43,19,46,59,52,57,49,20,80,58,21,39,67,51,LW
82,30,73,87,69,57,60,62,74,53,43,38,22,42,61,43,19,46,59,52,57,49,20,80,58,21,39,67,51,LM
83,70,70,77,59,58,58,41,65,50,35,50,57,73,57,54,49,44,61,60,64,63,55,77,80,60,82,65,42,RM
83,70,70,77,59,58,58,41,65,50,35,50,57,73,57,54,49,44,61,60,64,63,55,77,80,60,82,65,42,CDM
83,70,70,77,59,58,58,41,65,50,35,50,57,73,57,54,49,44,61,60,64,63,55,77,80,60,82,65,42,CM
59,73,56,78,53,42,42,40,52,32,37,49,73,57,64,28,62,46,39,49,67,52,63,61,52,66,54,41,32,CDM
69,69,74,71,67,72,68,63,70,60,62,51,44,62,67,69,34,64,66,65,65,67,57,73,81,45,71,67,55,RM
69,69,74,71,67,72,68,63,70,60,62,51,44,62,67,69,34,64,66,65,65,67,57,73,81,45,71,67,55,CM
66,69,62,64,64,60,58,58,54,55,61,59,59,61,59,61,56,67,51,64,71,65,49,67,67,53,66,51,41,CM
66,69,62,64,64,60,58,58,54,55,61,59,59,61,59,61,56,67,51,64,71,65,49,67,67,53,66,51,41,CDM
59,53,63,74,61,65,49,58,64,53,65,59,46,49,57,49,50,54,64,56,68,70,47,64,78,49,68,59,44,LM
59,53,63,74,61,65,49,58,64,53,65,59,46,49,57,49,50,54,64,56,68,70,47,64,78,49,68,59,44,CM
61,32,68,64,60,51,49,48,60,66,39,58,35,62,48,57,28,71,70,62,53,55,21,61,51,29,54,49,55,ST
62,62,64,59,67,66,60,56,63,72,64,71,39,85,60,68,37,69,73,58,68,73,12,62,75,18,80,56,68,LM
62,62,64,59,67,66,60,56,63,72,64,71,39,85,60,68,37,69,73,58,68,73,12,62,75,18,80,56,68,ST
71,33,71,53,68,60,65,39,70,59,35,55,63,58,54,60,65,49,57,55,67,50,63,71,71,66,62,65,47,RM
71,33,71,53,68,60,65,39,70,59,35,55,63,58,54,60,65,49,57,55,67,50,63,71,71,66,62,65,47,LM
71,33,71,53,68,60,65,39,70,59,35,55,63,58,54,60,65,49,57,55,67,50,63,71,71,66,62,65,47,LWB
71,33,71,53,68,60,65,39,70,59,35,55,63,58,54,60,65,49,57,55,67,50,63,71,71,66,62,65,47,RWB
80,73,67,57,59,61,63,55,63,54,47,57,49,53,52,46,48,45,55,58,57,58,54,88,76,54,75,44,37,RB
80,73,67,57,59,61,63,55,63,54,47,57,49,53,52,46,48,45,55,58,57,58,54,88,76,54,75,44,37,RM
58,64,52,64,60,61,47,32,47,51,40,74,70,71,56,42,68,60,32,65,61,54,66,54,44,67,70,34,44,CB
80,72,62,72,69,77,68,63,70,30,58,52,70,60,65,46,69,55,51,76,66,66,71,83,66,73,78,65,48,CB
80,72,62,72,69,77,68,63,70,30,58,52,70,60,65,46,69,55,51,76,66,66,71,83,66,73,78,65,48,LB
67,52,61,60,56,53,44,27,54,34,31,72,56,84,55,31,55,37,41,49,56,42,55,70,67,58,62,55,40,LB
67,52,61,60,56,53,44,27,54,34,31,72,56,84,55,31,55,37,41,49,56,42,55,70,67,58,62,55,40,CB
74,49,80,69,58,59,55,57,54,51,46,47,39,65,55,56,39,59,58,64,58,66,44,72,70,43,65,60,61,CAM
74,49,80,69,58,59,55,57,54,51,46,47,39,65,55,56,39,59,58,64,58,66,44,72,70,43,65,60,61,CM
68,69,71,77,66,60,43,40,59,65,23,49,65,71,58,71,57,40,67,60,65,76,61,78,81,65,78,57,43,CDM
68,69,71,77,66,60,43,40,59,65,23,49,65,71,58,71,57,40,67,60,65,76,61,78,81,65,78,57,43,CM
59,71,76,77,82,81,65,67,77,56,55,50,69,53,80,67,62,55,74,76,82,74,69,51,62,66,68,82,54,CM
64,62,65,60,55,49,48,34,52,43,37,46,50,82,54,43,43,44,44,49,58,52,47,67,73,45,68,51,43,CDM
62,60,72,78,73,76,58,62,64,70,41,54,65,44,65,68,57,55,74,75,68,58,46,71,52,52,54,71,59,CAM
79,70,71,70,66,63,58,66,65,62,51,65,53,82,51,68,55,48,62,64,59,72,50,78,71,55,65,61,62,ST
79,70,71,70,66,63,58,66,65,62,51,65,53,82,51,68,55,48,62,64,59,72,50,78,71,55,65,61,62,RM
79,70,71,70,66,63,58,66,65,62,51,65,53,82,51,68,55,48,62,64,59,72,50,78,71,55,65,61,62,LM
66,74,61,88,58,56,53,42,55,27,33,55,55,73,52,41,50,38,60,54,61,57,56,68,71,50,70,37,38,LM
66,74,61,88,58,56,53,42,55,27,33,55,55,73,52,41,50,38,60,54,61,57,56,68,71,50,70,37,38,RB
69,51,67,73,77,82,71,81,81,77,68,61,35,66,70,72,24,72,74,72,74,73,36,61,65,42,68,73,65,LM
69,51,67,73,77,82,71,81,81,77,68,61,35,66,70,72,24,72,74,72,74,73,36,61,65,42,68,73,65,RM
67,82,70,72,72,76,69,67,69,60,66,45,75,61,72,71,63,66,55,71,75,70,72,69,80,75,65,73,40,CM
67,82,70,72,72,76,69,67,69,60,66,45,75,61,72,71,63,66,55,71,75,70,72,69,80,75,65,73,40,CDM
45,50,50,51,66,62,56,54,57,33,71,75,70,71,73,53,74,67,45,60,67,69,74,55,65,76,69,56,44,CB
55,58,53,54,67,65,67,50,61,51,55,57,72,70,68,64,66,60,56,72,71,61,67,68,75,69,81,60,34,CM
55,58,53,54,67,65,67,50,61,51,55,57,72,70,68,64,66,60,56,72,71,61,67,68,75,69,81,60,34,CDM
65,54,57,66,54,68,44,38,41,32,34,46,43,67,53,33,63,39,39,49,60,42,57,64,72,65,70,40,34,CB
65,54,57,66,54,68,44,38,41,32,34,46,43,67,53,33,63,39,39,49,60,42,57,64,72,65,70,40,34,CDM
78,66,69,69,75,81,59,63,74,74,53,72,54,73,50,67,29,61,68,74,59,78,38,80,72,40,55,52,72,ST
63,62,61,42,63,66,63,62,61,62,58,53,58,84,64,54,61,68,56,59,66,64,61,68,84,66,75,64,53,CDM
63,62,61,42,63,66,63,62,61,62,58,53,58,84,64,54,61,68,56,59,66,64,61,68,84,66,75,64,53,CM
72,60,65,55,62,42,58,44,61,42,30,57,60,65,58,44,65,58,63,66,62,62,55,73,70,58,73,55,47,LM
72,60,65,55,62,42,58,44,61,42,30,57,60,65,58,44,65,58,63,66,62,62,55,73,70,58,73,55,47,LB
74,68,76,67,73,64,81,64,67,44,57,59,71,72,66,61,73,55,61,57,70,79,69,78,87,74,57,53,40,LB
72,52,73,71,68,60,63,54,65,48,45,55,41,65,60,45,34,42,63,65,70,57,35,74,59,37,56,66,52,LM
72,52,73,71,68,60,63,54,65,48,45,55,41,65,60,45,34,42,63,65,70,57,35,74,59,37,56,66,52,RM
72,52,73,71,68,60,63,54,65,48,45,55,41,65,60,45,34,42,63,65,70,57,35,74,59,37,56,66,52,CAM
83,55,82,73,65,73,45,46,65,62,46,48,16,64,38,62,19,60,63,59,55,64,12,81,72,19,56,54,53,CF
83,55,82,73,65,73,45,46,65,62,46,48,16,64,38,62,19,60,63,59,55,64,12,81,72,19,56,54,53,ST
72,80,68,66,75,74,69,72,69,51,63,72,86,87,73,74,80,61,58,77,79,83,83,75,79,85,78,58,70,CB
78,65,69,67,58,59,62,54,60,36,38,56,59,60,47,44,58,48,52,57,54,53,62,76,65,60,65,51,33,LB
72,48,57,57,66,61,59,62,62,61,56,48,53,47,61,62,47,56,62,59,65,64,49,77,60,58,71,67,59,RM
72,48,57,57,66,61,59,62,62,61,56,48,53,47,61,62,47,56,62,59,65,64,49,77,60,58,71,67,59,CM
83,76,82,81,71,68,68,68,70,58,58,62,71,82,65,68,70,46,70,66,70,75,73,84,91,71,67,53,21,LB
91,29,85,68,67,44,52,46,66,63,50,40,26,83,51,45,20,65,55,58,48,69,27,91,80,24,46,55,56,ST
91,29,85,68,67,44,52,46,66,63,50,40,26,83,51,45,20,65,55,58,48,69,27,91,80,24,46,55,56,RM
83,57,76,75,70,69,45,60,62,67,53,56,36,84,46,61,44,69,63,65,55,66,37,87,53,40,70,59,64,LW
83,57,76,75,70,69,45,60,62,67,53,56,36,84,46,61,44,69,63,65,55,66,37,87,53,40,70,59,64,ST
77,34,81,80,69,56,48,52,72,75,46,44,14,83,50,57,21,55,67,53,57,63,27,74,71,16,56,76,64,ST
90,56,92,90,63,55,65,64,67,58,64,31,34,73,54,59,22,52,60,49,59,62,34,91,71,33,60,52,28,LM
90,56,92,90,63,55,65,64,67,58,64,31,34,73,54,59,22,52,60,49,59,62,34,91,71,33,60,52,28,RM
90,74,82,83,76,74,69,76,79,77,75,51,44,77,70,77,39,80,79,76,69,86,33,86,86,40,81,76,77,RW
90,74,82,83,76,74,69,76,79,77,75,51,44,77,70,77,39,80,79,76,69,86,33,86,86,40,81,76,77,CAM
90,74,82,83,76,74,69,76,79,77,75,51,44,77,70,77,39,80,79,76,69,86,33,86,86,40,81,76,77,ST
90,74,82,83,76,74,69,76,79,77,75,51,44,77,70,77,39,80,79,76,69,86,33,86,86,40,81,76,77,LW
69,49,69,73,64,58,54,57,57,54,49,52,34,53,60,56,33,56,54,52,66,63,35,62,49,40,56,62,48,CM
69,49,69,73,64,58,54,57,57,54,49,52,34,53,60,56,33,56,54,52,66,63,35,62,49,40,56,62,48,CAM
62,52,72,52,54,46,45,43,39,32,43,45,54,62,47,37,41,53,50,69,51,41,44,56,71,52,74,41,36,CDM
78,47,76,75,66,64,64,56,71,61,52,27,32,69,56,58,19,59,58,63,61,61,22,72,66,23,57,58,53,LM
78,47,76,75,66,64,64,56,71,61,52,27,32,69,56,58,19,59,58,63,61,61,22,72,66,23,57,58,53,RM
91,77,88,83,78,75,75,61,80,50,30,58,80,80,65,60,76,38,73,82,74,74,78,92,90,77,59,62,42,RB
64,62,56,63,61,59,63,54,58,40,30,60,61,72,68,47,67,38,52,59,62,57,67,70,67,66,73,52,44,LB
64,62,56,63,61,59,63,54,58,40,30,60,61,72,68,47,67,38,52,59,62,57,67,70,67,66,73,52,44,RB
59,52,56,72,46,45,36,39,50,31,34,48,43,62,55,28,46,46,31,53,60,50,51,57,49,53,55,39,28,CDM
71,74,74,71,70,67,68,75,69,58,68,33,67,51,69,70,63,65,66,69,70,73,59,65,80,66,59,69,64,CDM
71,74,74,71,70,67,68,75,69,58,68,33,67,51,69,70,63,65,66,69,70,73,59,65,80,66,59,69,64,CM
56,92,63,69,63,69,53,48,49,35,41,70,74,93,64,55,80,31,45,73,66,64,72,50,74,73,80,65,41,CB
76,63,67,57,62,68,49,49,65,63,40,64,40,59,55,63,38,56,69,62,55,67,40,74,82,45,71,55,62,ST
63,68,51,64,75,65,52,58,53,68,54,59,22,55,69,63,22,51,74,62,75,65,24,65,65,21,68,75,52,CM
63,68,51,64,75,65,52,58,53,68,54,59,22,55,69,63,22,51,74,62,75,65,24,65,65,21,68,75,52,RM
67,67,70,75,72,64,63,66,65,65,70,48,55,59,65,62,40,72,58,64,72,64,44,75,75,51,57,74,61,CM
62,69,58,59,61,65,58,57,62,25,49,62,64,76,57,56,69,52,49,62,60,68,68,80,72,70,76,51,31,CB
62,69,58,59,61,65,58,57,62,25,49,62,64,76,57,56,69,52,49,62,60,68,68,80,72,70,76,51,31,LB
53,50,66,48,73,65,68,68,55,65,62,68,58,37,62,58,58,65,64,67,70,68,68,54,67,67,76,63,69,CM
53,50,66,48,73,65,68,68,55,65,62,68,58,37,62,58,58,65,64,67,70,68,68,54,67,67,76,63,69,CDM
70,59,75,68,67,53,55,63,68,62,64,67,50,70,51,61,31,67,60,63,61,65,21,69,53,26,58,57,56,ST
72,52,87,84,61,66,53,30,60,38,33,45,59,56,61,37,56,38,60,57,63,45,53,69,66,57,39,63,27,CDM
72,52,87,84,61,66,53,30,60,38,33,45,59,56,61,37,56,38,60,57,63,45,53,69,66,57,39,63,27,CM
83,52,77,72,62,43,60,47,58,29,32,39,59,66,42,31,37,35,48,54,60,42,48,76,75,59,73,36,33,LM
83,52,77,72,62,43,60,47,58,29,32,39,59,66,42,31,37,35,48,54,60,42,48,76,75,59,73,36,33,LB
86,32,77,80,59,52,47,58,58,60,59,40,12,53,35,59,19,65,53,51,50,68,13,82,66,18,59,50,55,RM
86,32,77,80,59,52,47,58,58,60,59,40,12,53,35,59,19,65,53,51,50,68,13,82,66,18,59,50,55,ST
76,66,73,73,69,61,64,60,67,48,41,57,61,85,63,74,62,47,55,70,67,77,72,81,75,63,79,65,67,CDM
76,66,73,73,69,61,64,60,67,48,41,57,61,85,63,74,62,47,55,70,67,77,72,81,75,63,79,65,67,CM
67,37,58,84,61,59,47,43,65,44,41,41,27,59,64,41,33,48,51,54,66,49,44,69,44,46,38,54,41,CDM
67,37,58,84,61,59,47,43,65,44,41,41,27,59,64,41,33,48,51,54,66,49,44,69,44,46,38,54,41,LM
67,37,58,84,61,59,47,43,65,44,41,41,27,59,64,41,33,48,51,54,66,49,44,69,44,46,38,54,41,CAM
67,37,58,84,61,59,47,43,65,44,41,41,27,59,64,41,33,48,51,54,66,49,44,69,44,46,38,54,41,CM
84,57,82,81,62,59,49,58,65,61,51,48,29,74,44,63,23,57,66,63,57,59,24,85,76,23,54,54,65,RM
84,57,82,81,62,59,49,58,65,61,51,48,29,74,44,63,23,57,66,63,57,59,24,85,76,23,54,54,65,CAM
84,57,82,81,62,59,49,58,65,61,51,48,29,74,44,63,23,57,66,63,57,59,24,85,76,23,54,54,65,ST
79,62,74,74,70,60,70,63,63,49,58,52,64,70,63,56,61,61,49,66,68,57,60,82,86,59,63,54,48,LB
69,64,70,68,61,61,62,61,61,39,62,58,62,78,58,53,62,49,55,61,62,63,63,66,73,63,72,59,36,RB
69,64,70,68,61,61,62,61,61,39,62,58,62,78,58,53,62,49,55,61,62,63,63,66,73,63,72,59,36,CB
