Name,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions
Y. Igawa,65,37,70,44,51,46,60,55,55,44,35,66,6,9,9,8,12,55,66,82,61,44,61,44,35,57,52,55,62,58,77,65,81,46,55,CB 
O. Sissoko,66,58,15,21,38,22,54,14,9,10,9,13,67,62,61,64,71,19,21,55,13,10,10,21,14,58,12,35,12,49,34,11,68,27,10,GK 
T. Hirakawa,60,34,51,60,62,69,68,64+2,68,65,55,64,14,6,12,8,13,57,43,60,65,41,56,53,64,58,60,45,44,33,51,55,58,64,55,RB
D. Zhivoglyadov,64,70,53,73,72,63,53,64,70,61,42,52,7,14,11,9,14,54,62,56,52,51,70,31,49,60,63,69,68,74,69,65,66,58,31,RB
V. Găman,72,66,70,61,64,63,66,44,41,51,47,48,10,13,12,8,10,75,71,73,63,43,73,69,59,68,68,64,72,59,68,74,71,54,43,CB 
H. Okuno,68,62,26,58,78,66,52,70,53,65,61,32,13,9,7,6,11,39,15,43,67,59,25,53,67,67,68,60,27,60,91,20,62,64,48,ST
T. Savanier,72,80,73,85,90,72,63,69,73,70,62,75,12,11,15,10,10,50,55,31,71,69,40,70,64,81,75,72,47,75,79,51,58,74,47,CM
O. Hansen,64,34,78,55,42,56,66,55,38,24,32,37,12,14,13,8,14,62,62,56,42,43,56,38,42,60,51,62,64,43,60,63,81,45,18,CB 
H. Marín,68,66,60,49,52,58,58,27,27,40,25,58,9,11,15,10,9,67,67,64,56,39,70,45,26,63,60,60,69,65,65,72,71,48,28,CB 
Paulinho,71,51,60,59,55,67+2,65+5,38,59,63,74,30,11,14,8,15,11,74+2,21,67,36,66,21,58,74+2,68+1,56-1,76,29,64,66,26,72,52+5,70,ST 
L. Krejčí,77,86,68,79,79,80,78,81,79,82,64,76,15,13,12,9,9,40,45,81,73,75,35,67,75,72,77,77,43,84,76,47,47,72,69,RM
K. Al Mozaibri,51,18,28,23,43,11,34,11,12,10,16,14,61,49,56,46,49,11,21,64,23,15,15,16,15,41,27,21,13,33,22,12,42,31,18,GK 
A. Dimidko,66,36,67,56,38,56,62,62,37,61,45,41,12,14,12,10,13,82,67,66,68,47,63,39,32,62,73,61,58,51,71,61,66,64,51,CM
L. Gibson,61,72,60,65,61,52,47,61,42,64,36,43,11,8,6,12,6,57,60,65,32,30,55,48,50,61,35,43,63,70,67,62,60,44,37,LB 
N. Yennaris,68,76,65,81,82,67,69,59,53,63,62,25,11,7,13,7,8,55,68,74,65,48,69,50,64,74,70,60,68,74,77,69,64,64,29,CM
L. Bruins,69,60,53,72,54,74,70,65,70,73+1,66,74,12,8,14,7,9,52,61+1,62,68,68+1,48,56,59,60,74,68,55,68,51,60,60,74,69,CDM
J. Bruma,79,62,81,52,45,63,67,40,43,59,38,66,11,16,16,12,13,81,74,80,76,65,76,39,49,68,75,86,78,68,67,81,90,61,34,CB 
P. Kpozo,62,76,51,78,76,62,53,59,54,63,29,45,8,12,14,13,14,41,54,75,59,32,58,37,52,56,60,41,57,81,73,60,72,55,35,LB
N. Blandi,77,67,47,79,60,75,79,55,55,65,82,54,13,10,15,15,15,80,41,82,63,72,33,78,83,78,69,75,27,65,74,30,64,43,77,ST 
G. Gómez,60,33,26,29,41,15,31,13,13,11,5,10,66,56,60,57,59,10,13,67,22,6,9,16,6,52,24,23,10,15,18,11,70,29,9,GK 
Adrián Gómez,64,61,59,57,64,62,53,46,48,52,35,42,5,9,12,13,8,63,61,63,43,42,62,49,37,56,72,58,69,61,68,65,64,58,44,CDM
D. Soddimo,69,76,40,82,72,71,70,70,57,71,47,61,8,8,11,9,6,45,23,74,62,66,12,57,68,66,64,72,14,81,81,12,66,59,49,CAM
S. Fürstner,72,69,69,74,75,72,71,58,49,64,38,44,7,12,11,10,16,65,68,75,66,48,71,42,62,68,69,61,68,55,90,73,72,69,44,CM
Jozabed,77,67,58,70,64,80,71,61,71,72,73,57,8,10,9,8,13,64,69,65,72,77,57,54,80,78,78,71,67,65,68,73,66,77,54,CDM
N. Besler,57,68,61,53,59,61,60,43,49,55,36,33,11,15,8,15,7,63,49,68,57,39,53,43,56,60,61,50,42,67,55,47,70,57,35,CM 
D. Stanese,64,62,74,62,56,60,67,43,33,55,36,32,7,13,12,6,10,53,59,75,62,33,57,40,33,55,66,42,59,60,80,65,75,64,38,CDM 
Mario Barco,64,60,33,58,54,64,55,56,47,59,67,55,6,16,7,11,15,61,20,67,46,58,22,66,59,49,48,74,16,69,44,28,75,55,65,ST 
J. Henderson,82,73,80,73,71,80,78,81,80,74,67,74,7,13,7,9,13,65,79,81,83,71,73,64,76,79,85,75,76,71,93,80,76,82,72,CM
R. Bürki,84,44,35,51,52,23,58,15,13,16,8,12,84,82,73,80,85,17,18,74,24,14,14,20,10,80,37,22,16,52,36,13,74,50,13,GK 
M. Álvarez,64,65-10,47,71-4,74,67+6,55+4,47,57+4,68,64+2,70+21,6,12,9,16,13,60,20,62,42,63,25,55,64,65,58,65+3,21,66-10,53,22,69+11,54+1,59+1,ST
O. Bala,59,61,49,61,67,68,57,56,53,66,51,48,11,5,13,11,12,41,21,54,51,41,21,59,42,51,61,64,25,66,32,22,41,59,48,CAM 
D. Heintz,78,55,70,53,49,59,69,51,48,46,23,32,14,15,7,9,15,79,76,67,70,28,78,41,26,77,75,49,77,68,69,83,84,65,26,CB 
E. Atuesta,63,63,56,56,81,69,47,40,31,58,55,39,15,12,12,12,13,41,59,61,66,46,65,37,40,60,70,48,58,56,61,59,58,50,26,CDM 
J. Leborgne,67,68,58,66,80,66,64,68,63,68,51,65,9,12,9,12,9,60,55,58,73,54,61,60,65,55,75,64,63,70,69,68,60,63,61,CM
S. Yajima,63,70,53,65,79,64,58,61,52,62,44,55,14,11,5,9,11,39,39,61,65,63,36,64,56,60,68,68,42,68,76,45,54,60,49,CM
S. Arai,65,48,30,62,48,13,37,13,13,9,9,14,66,63,58,63,66,12,11,64,16,9,9,10,7,67,15,24,12,50,34,14,73,60,8,GK 
Marc Muniesa,76,51,78,62,66,73,73,67,66,63,42,40,14,12,16,15,10,70,78,83,56,37,74,50,61,70,72,46,77,64,73,78,68,61,32,CB
A. Georgiou,58,73,44,66,67,56,49,60,56,64,36,50,10,12,8,14,10,34,56,50,51,42,56,45,51,48,54,45,53,71,60,60,56,58,44,LM
Ricardo Esgaio,74,69,68,77,83,77,64,72+4,75+10,76,61,51,9,16,6,8,14,56,72,73,65,54,76,78,70,74,73+3,54,75,68,76,76,56,68+3,58,RB
Falcao,84,73,75,85,75,82,87,55,83,74,87,71,10,13,6,9,5,90,41,92,58,80,16,84,85,82,78,79,19,66,68,42,75,68,84,ST 
T. Carson,64,58,37,56,67,18,50,18,12,16,17,19,64,60,66,61,68,12,17,65,13,14,14,23,18,56,13,22,12,40,43,11,62,18,15,GK 
E. Andersson,63,60,45,71,72,64,62,69,69,63,43,63,8,7,9,15,7,32,46,66,66,58,37,50,55,59,66,65,43,59,62,50,45,66,51,CAM
E. McGinty,50,42,24,28,43,16,23,15,13,19,10,9,51,47,47,49,50,9,14,63,23,9,10,21,9,49,23,26,14,44,29,15,39,44,8,GK 
M. Wöber,67,69,63,68,78,53,62,43,42,48,32,31,13,13,14,14,8,72,64,73,67,35,64,42,59,60,64,48,65,69,76,66,75,63,34,CB
H. Son,82,87,60,79,77,82,78,75,81,85,83,70,11,13,13,6,10,65,29,65,64,86,17,71,83,81,78,83,23,86,80,19,62,78,73,ST
D. Verde,70,91,58,85,93,77,64,64,68,75,50,43,7,12,14,9,12,46,24,45,60,60,28,59,56,58,68,72,35,89,70,37,33,68,60,RM
T. Barkhuizen,69,92,54,79,74,68,64,48,63,72,68,38,13,13,15,11,13,52,23,86,48,60,18,56,67,63,63,72,23,93,78,24,67,62,42,RM
Cristian López,71,80,79,68,58,71,64,38,49,66,73,41,7,14,15,7,7,73,36,77,31,57,18,68,73,68,58,69,30,74,80,25,77,62,56,ST 
M. Verratti,87,69,89,87,94,88,91,72,73,90,58,64,12,12,15,15,10,55,86,64,89,58,76,64,71,87,90,56,79,62,77,84,56,88,64,CDM
L. Diarte,70,60,54,63,67,65,64,53,31,57,26,33,7,14,7,14,15,56,61,90,35,23,73,43,45,74,62,40,82,67,76,76,65,33,28,LB 
J. Fjóluson,68,47,78,57,44,54,64,44,52,48,36,59,12,14,11,15,15,68,67,67,61,53,62,66,35,65,54,68,64,54,63,68,83,51,46,CB 
D. George,64,83,39,75,60,65,58,60,45,68,61,39,10,11,7,10,9,43,17,74,48,45,25,50,56,60,58,60,35,79,55,34,68,50,49,RM 
P. Krachunov,58,49,46,49,52,35,47,32,23,27,21,24,7,9,10,5,7,52,54,63,35,18,58,39,23,48,42,39,61,57,63,64,79,30,25,CB 
M. Rizzi,67,70,58,61,67,68,66,60,71,59,60,68,6,6,14,10,13,61,62,58,60,64,64,68,65,64,67,70,63,68,90,66,64,68,53,CM 
Kim Jin Young,66,26,23,33,38,22,44,13,12,12,12,14,66,65,65,64,66,17,17,54,33,13,12,24,16,63,24,19,15,26,25,19,70,56,13,GK 
V. Osimhen,65,74,43,68,68,60,55,41,59,62,67,39,14,14,10,9,6,64,19,75,29,55,17,65,61,58,54,65,20,76,59,23,66,49,63,ST 
P. Helland,72,78,66,83,69,74,70,72,73,70,68,78,13,9,13,13,16,53,48,53,65,76,36,64,72,70,67,86,49,75,68,39,64,68,50,RW 
F. Escobar,65,75,77,57,68,36,59,39,26,35,28,32,10,14,15,9,11,64,66,71,45,42,65,51,38,64,40,50,63,78,79,64,75,34,36,CB 
M. Morganella,68,75,69,65,68,69,69,71,71,69,32,54,14,13,6,9,8,59,69,70,66,59,69,56,61,75,66,64,70,77,86,75,72,59,52,RB
J. Ramos,63,73,29,70,53,60,63,48,49,60,59,43,10,10,11,11,12,66,28,82,45,50,19,58,60,62,54,60,11,74,73,16,74,58,56,LM
Ricardo Pereira,80,89,75,84,78,78,81,80,76,83,60,42,16,12,15,11,11,64,79,76,78,62,78,53,78,80,80,67,75,88,82,80,62,75,53,RM
J. Young,46,66,26,60,77,41,50,28,32,37,47,25,11,15,12,12,11,47,16,73,30,51,18,58,46,54,42,42,14,51,33,17,32,37,33,ST 
Alam Lindeiro,71,76,49,78,67,73,63,75,73,66,41,57,10,7,7,11,14,63,77,58,71,37,62,59,50,77,70,43,71,69,68,60,64,56,48,LB 
Wendell,77,87,87,78,78,77,72,76,66,78,37,75,8,12,6,14,14,52,76,68,65,59,68,46,69,74,75,60,80,86,77,75,64,69,29,LB 
C. Shelis,53,74,42,71,66,43,39,41,37,41,26,26,11,8,13,13,9,46,52,74,46,28,47,40,29,48,50,52,49,72,63,52,67,34,26,RB
J. Geissmann,61,64,60,63,61,57,52,50,64,53,52,36,14,6,11,10,6,58,50,67,60,55,55,40,59,65,64,61,63,61,62,55,64,68,29,CDM
F. Kath,63,69,51,68,65,68,53,61,55,67,58,40,7,8,8,8,15,48,42,54,49,52,37,49,57,56,59,59,41,73,64,43,60,53,47,RM
M. Poaty,63,83,65,76,69,59,55,53,37,60,49,32,12,7,12,14,10,56,63,63,48,47,57,47,53,60,45,68,60,82,73,65,68,59,39,LB 
Abeledo,63,78,30,71,69,64,59,64,43,62,57,39,11,12,14,8,14,58,18,39,57,52,23,48,57,54,65,49,23,76,37,28,39,60,51,LW
F. Brustad,66,82,45,65,52,63,59,57,59,60,66,32,13,12,16,7,15,61,38,52,45,57,39,38,62,59,58,68,12,90,74,29,81,60,48,RM
P. Glykos,71,49,12,62,42,18,20,11,11,16,13,18,72,64,67,68,75,11,14,73,21,12,11,24,3,71,21,38,12,47,30,13,62,46,12,GK 
C. Kipré,54,54,55,50,59,41,44,32,28,35,26,28,9,10,7,7,14,49,48,71,28,30,41,36,27,57,37,49,43,57,63,51,92,36,28,CB 
J. Hernández,67,71,35,60,59,64,65,39,50,65,71,38,9,5,10,13,7,65,15,61,36,65,17,67,57,65,55,73,18,70,57,14,70,46,69,ST 
Benny,66,74,48,78,69,66,67,57,62,67,40,55,14,9,6,10,11,48,26,54,66,43,46,60,68,68,70,58,60,75,54,48,53,68,51,ST
N. Solís,66,83,31,86,86,66,49,59,56,71,66,55,10,10,11,13,10,40,18,57,46,59,25,48,56,63,63,64,28,81,49,26,37,52,62,LW 
N. Petersen,76,58,60,64,56,69,82,56,54,63,81,45,11,7,15,13,7,82,32,66,49,62,30,72,83,80,63,78,21,63,68,29,75,58,79,ST 
C. Skuse,70,53,70,66,68,70,68,60,68,62,55,57,13,12,9,9,10,67,74,69,69,56,69,56,59,71,72,66,71,57,84,72,72,66,46,CM
Djaniny,71,76,58,69,60,74,77,60,61,76,69,53,11,8,16,10,8,66,47,71,60,63,23,67,69,71,67,70,21,85,70,25,80,64,61,RM
C. Alemán,72,77,39,71,65,75,55,67,57,71,72,47,14,11,6,12,13,59,24,51,78,69,21,73,69,67,76,70,32,73,69,31,67,72,64,RW 
I. Hagi,63,69,57,63,62,69,63,62,55,66,63,59,6,9,16,15,13,53,32,41,55,60,29,56,60,58,58,57,33,66,53,31,59,59,54,CAM
Nagore,68,58,83,64,60,64,79,74,64,49,54,55,6,13,8,14,13,61,73,62,59,72,63,39,62,81,56,80,57,68,64,78,77,56,44,RB 
A. Jahn,64,44,77,55,62,66,60,30,43,60,65,23,9,7,15,10,14,65,24,79,42,48,17,52,66,63,53,64,24,55,71,19,77,58,68,ST 
K. Voser,68,74,71,68,72,68,61,67,49,69,43,52,7,14,8,8,8,56,67,61,65,53,66,61,56,62,66,65,67,74,63,71,66,54,47,RB
D. Khomchenovskyi,70,74,33,69,70,71,63,73,53,72,54,45,16,16,11,15,13,44,22,34,67,61,33,59,57,69,71,70,31,73,71,32,68,72,49,LM 
S. Ciss,69,77,81,70,79,65,67,68,58,68,58,41,13,8,9,7,14,60,62,71,59,55,66,33,59,68,68,66,65,80,74,66,77,56,59,RM
C. Pulisic,78,93,44,91,92,79,64,65,69,86,71,58,8,12,13,16,14,49,30,86,59,58,28,48,73,77,76,72,37,90,68,32,51,76,70,RW
A. Dijksteel,58,65,70,66,64,52,52,41,37,48,26,33,9,6,10,15,13,46,53,72,60,33,54,43,29,53,59,54,52,59,69,60,64,35,30,CM
M. Firenze,58,56,29,58,69,60,53,30,48,58,68,33,10,14,10,6,8,63,19,70,42,51,20,66,52,48,57,59,21,54,54,23,52,60,39,CAM
Samu Delgado,68,73,59,71,64,69,60,65,70,66,70,63,10,12,8,13,11,45,55,38,60,57,34,59,62,67,71,78,49,71,57,54,57,70,65,LM
T. Mears,67,70,72,68,68,64,66,69,70,64,41,68,14,12,7,11,13,55,64,57,65,55,66,46,60,66,65,63,66,66,65,66,70,59,53,RB 
S. Cerrión,70,67,66,51,59,61,62,66,53,62,45,57,15,14,12,9,13,71,73,71,67,46,72,61,47,62,68,51,73,66,73,74,72,62,55,RB
Rosberto Dourado,76,78,75,72,77,71,68,61,54,77,51,57,15,14,14,10,9,56,74,43,75,45,76,77,58,77,77,42,77,81,91,72,68,77,57,CM
P. Whittingham,70,54,51,78,78,74,76,78,79,63,65,79,16,6,7,13,8,58,54,59,74,73,51,80,63,69,74,74,56,50,57,59,57,74,76,LM
H. Saivet,77,75,59,82,76,78,70,78,73,79,73,76,10,8,13,15,11,77,64,90,77,65,60,66,75,76,78,75,62,74,75,66,69,78,69,CDM
S. Zoller,73,78,52,73,73,73,66,68,69,71,78,55,9,16,10,10,13,63,20,62,54,63,17,66,75,71,70,72,23,78,67,23,62,64,74,ST
K. Shelton,63,79,63,75,56,64,57,52,28,67,55,29,12,16,9,6,15,63,24,66,43,49,25,59,65,58,59,62,22,84,62,22,78,59,45,RW
T. Deters,55,65,52,79,75,53,39,43,30,49,28,30,15,8,10,13,8,42,47,58,56,38,37,42,54,53,60,47,40,66,77,46,62,52,33,CM 
C. Harries,61,53,50,53,56,61,64,52,58,53,17,40,7,14,13,12,15,60,61,70,58,29,56,41,23,61,59,38,59,59,62,62,63,51,42,CB
N. Chernov,64,67,55,57,49,40,59,32,32,34,27,36,7,9,11,13,10,70,59,66,35,24,65,50,48,64,55,48,62,64,59,67,70,44,28,CB 
L. Gooch,66,79,76,58,78,70,64,58,55,69,56,58,13,13,11,14,8,51,31,54,65,55,47,59,54,59,67,64,50,79,59,54,66,65,53,CAM
A. Makarov,60,63,28,69,74,64,56,61,49,62,61,46,7,6,7,14,7,46,24,75,43,58,21,57,62,47,57,63,17,67,57,22,44,56,52,LW
L. Christodoulopoulos,74,77,50,72,56,76,72,74,80,75,71,76,5,9,6,15,14,56,57,64,71,77,50,75,71,72,72,78,51,75,74,55,73,68,70,LM
A. Rufer,57,77,46,71,66,54,52,43,42,54,48,34,13,10,10,15,11,37,42,52,51,49,46,40,54,45,56,51,42,75,52,46,61,58,39,CAM
S. Dooley,60,74,36,67,62,62,53,64,56,63,58,56,15,12,10,11,8,43,40,50,56,53,40,57,50,53,57,55,34,72,52,38,42,52,57,RM
D. Vrzogic,65,74,55,72,71,63,64,63,58,65,39,50,13,11,7,9,7,60,59,63,61,47,59,46,45,65,65,58,65,75,65,62,57,55,63,LB
Adaílton,68,69,62,89,67,69,60,60,57,74,67,65,11,15,14,15,9,56,24,72,53,66,34,69,62,64,62,73,22,75,73,13,77,56,53,LM
F. Fallatah,63,65,75,67,71,54,55,30,29,30,18,29,15,15,13,15,7,46,54,79,46,23,60,33,27,56,31,39,71,64,78,67,80,31,40,CB 
M. Pugliese,60,55,55,70,69,69,59,61,61,65,33,61,12,12,7,10,10,45,50,56,65,61,40,57,50,55,69,49,45,54,55,44,56,50,49,CM 
G. Jourdren,74,47,20,54,38,24,18,12,10,10,13,11,78,69,67,71,78,10,22,69,36,10,13,19,13,71,35,22,13,51,37,15,57,34,10,GK 
M. Aratore,63,67,54,60,83,63,57,62,63,66,55,56,7,8,7,8,11,57,44,60,55,56,56,51,59,57,62,63,44,69,65,41,56,58,44,RM
C. Menz,65,66,70,68,66,64,65,62,55,61,26,46,8,16,11,10,15,60,59,70,58,42,60,43,38,62,68,49,63,69,74,66,70,53,36,CDM
Bastos,62,73,68,60,81,53,49,55,35,62,48,41,10,13,10,10,14,42,64,64,38,36,59,44,51,58,52,44,65,70,71,62,64,48,39,RB 
G. Pereiro,76,74,57,74,56,82,78,72,66,78,76,71,7,15,10,10,12,74,30,70,58,77,39,62,75,74,72,81,36,76,72,40,75,72,68,CAM
Marc Muniesa,76,51,78,62,66,73,73,67,66,63,42,40,14,12,16,15,10,70,78,83,56,37,74,50,61,70,72,46,77,64,73,78,68,61,32,LB
C. Gribbin,63,70,50,56,66,67,51,62,58,68,45,72,7,11,12,7,14,54,42,55,60,55,40,48,59,60,66,65,40,69,64,35,58,56,44,RW
G. Ré,67,62,67,61,57,48,64,42,64,36,39,59,10,10,14,6,14,66,64,82,45,58,68,60,33,63,51,46,65,65,66,66,78,45,61,LB
A. Nef,65,29,57,31,30,38,56,43,44,20,19,38,9,14,8,12,12,80,63,74,50,33,62,45,43,50,49,46,64,31,32,66,81,31,22,CB 
E. Mjelde,64,64,49,74,70,66,71,63,58,63,61,70,8,16,10,10,8,67,57,85,56,65,60,71,64,63,64,74,52,66,75,54,66,58,67,CM
F. Kurto,65,59,38,52,43,25,53,12,11,14,13,12,68,60,55,64,67,11,20,51,24,13,12,15,13,65,26,18,11,61,42,11,67,24,12,GK 
M. Valoti,68,74,43,72,76,76,63,73,78,73,55,65,6,12,11,8,14,43,37,56,71,71,23,59,61,63,75,64,40,75,70,36,35,69,59,CAM
E. Hurtados,67,58,67,56,68,45,63,55,26,33,34,49,16,14,15,18,15,45,75,72,54,40,75,55,24,68,70,52,71,52,64,71,68,62,22,CDM
M. Lowton,76,76,76,72,71,74,74,75,68,72,52,46,11,6,6,13,7,71,74,77,63,68,73,49,60,76,72,72,76,75,81,74,75,68,70,RB 
N. Hauptmann,69,82,53,91,80,73,39,64,68,72,55,53,9,12,7,7,8,33,41,71,65,59,41,44,58,64,72,59,44,65,65,48,41,68,47,CAM
K. Misao,67,72,68,65,65,69,57,62,46,65,40,44,14,6,13,10,11,56,62,68,65,36,62,42,39,56,68,55,65,74,71,69,71,61,40,CDM
D. Stückler,56,71,40,62,54,54,43,36,41,57,56,37,6,8,9,16,9,51,40,57,37,49,18,53,50,52,45,58,19,73,56,23,60,41,44,ST 
T. Kalas,74,74,70,72,72,64,68,51,25,63,38,18,8,8,9,7,7,72,74,82,50,65,75,53,46,71,67,66,72,76,74,72,76,48,24,RB
R. Wolf,66,34,28,43,31,20,36,11,13,14,11,11,67,63,58,63,71,16,14,64,18,13,14,23,10,65,19,24,14,33,27,13,75,25,11,GK 
D. Depetris,70,67,51,68,60,71,65,41,67,66,71,39,13,8,11,10,9,72,38,72,35,66,18,71,71,54,64,72,21,71,82,22,72,51,68,ST 
H. Al Moqahwi,71,74,56,73,71,74,60,70,51,72,67,61,7,15,15,16,8,65,58,64,73,68,62,49,62,66,76,63,64,49,78,66,72,69,53,CDM
D. Hoesen,67,74,51,77,63,70,68,52,70,70,62,65,16,13,13,9,9,57,28,69,43,60,25,55,67,68,58,70,28,74,62,28,67,60,72,RM
L. Civelli,68,73,71,58,61,66,55,67,61,67,62,61,11,16,7,16,16,61,66,45,60,67,63,64,66,67,68,68,62,71,76,65,78,68,52,LB
Ricardo Esgaio,74,69,68,77,83,77,64,72+4,75+10,76,61,51,9,16,6,8,14,56,72,73,65,54,76,78,70,74,73+3,54,75,68,76,76,56,68+3,58,LB
M. Ramsland,61,71,82,62,55,58,62,30,37,52,60,34,13,9,9,8,10,59,31,82,39,49,19,56,62,54,48,60,38,74,75,35,79,43,38,ST 
K. Kampl,81,86,64,91,81,82,83,64,76,84,65,64,13,11,7,6,16,34,74,67,78,72,45,64,76,82,84,70,56,75,88,68,47,82,58,CM
C. Songkrasin,65,88,36,81,77,61,62,63,47,64,45,59,12,11,13,10,6,55,32,42,57,65,21,66,67,59,66,59,18,73,63,19,41,69,52,RW
J. Eilers,68,79,63,69,70,66,70,62,69,69,73,33,6,10,12,13,9,47,39,65,51,70,30,77,67,60,66,72,22,79,69,28,65,57,68,LW
Jorginho,81,74,78,82,73,84,75,70,75,77,57,76,14,7,13,14,8,56,78,61,84,62,63,84,72,81,85,71,70,75,83,75,58,83,71,CM 
F. Hansch,63,84,27,87,85,64,48,45,63,66,65,43,14,6,14,14,7,44,19,65,41,59,13,59,65,64,61,59,15,78,65,14,34,52,60,RM
O. Oyanadir,72,66,71,61,64,64,72,56,44,62,52,60,12,9,9,7,16,58,75,73,72,50,65,58,62,71,74,58,68,62,79,72,75,57,42,CDM 
P. Estupiñán,65,73,51,61,74,59,53,68,59,49,20,36,14,7,14,7,7,57,58,57,52,42,62,40,48,61,70,41,63,73,61,62,59,37,38,LB 
K. Falkenberg,65,75,53,72,71,60,64,62,42,57,44,44,7,14,14,10,16,53,58,76,57,43,62,40,50,63,61,49,67,74,74,64,65,58,40,RB 
J. Mees,63,76,36,73,71,65,55,55,62,69,64,45,11,14,7,7,9,47,13,62,44,57,18,58,59,56,58,62,15,68,65,19,56,50,61,LM
L. Orbán,74,60,79,64,54,67,71,72,74,57,48,44,16,9,12,13,15,64,74,75,64,49,75,61,59,70,67,67,82,70,71,80,74,58,47,CB
Juan Cala,72,56,73,66,59,63,59,59,67,57,46,37,15,8,14,15,10,70,75,80,69,59,73,46,36,67,72,70,71,64,63,70,68,47,47,CDM
R. Janssen,65,61,71,59,67,60,65,66,45,59,35,35,11,8,9,12,10,62,63,61,63,39,65,41,43,62,66,56,65,54,71,64,56,41,28,LB
T. Ryan,54,42,21,33,54,25,31,12,12,15,20,16,55,49,45,51,59,17,26,53,23,13,13,29,14,50,32,20,14,49,37,14,56,32,20,GK 
D. Kobayashi,64,63,50,78,62,69,67,64,73,68,57,72,6,11,16,7,13,47,50,34,64,62,46,62,65,60,69,70,48,57,46,52,54,63,55,CDM
R. Pereyra,80,78,66,79,75,83,78,78,78,82,61,72,4,5,3,4,8,60,72,66,76,72,64,72,76,78,83,66,70,78,77,71,64,81,74,CAM
W. Serrano,67,64,68,71,51,66,63,64,62,71,49,71,14,13,14,11,9,53,61,56,65,66,51,47,61,65,66,74,45,71,76,64,77,65,44,RM
M. Żyro,70,73,61,76,52,74,70,69,69,75,68,56,15,13,9,9,14,57,46,56,54,70,41,67,71,60,62,71,43,76,58,32,71,67,66,ST
J. Püschel,52,73,46,82,89,39,35,43,33,46,23,28,12,7,7,9,7,43,51,55,26,28,47,35,35,48,33,23,59,60,60,53,37,32,29,RB
E. Pinnock,61,71,61,57,51,55,55,42,33,52,20,24,5,9,13,6,8,60,59,65,46,30,59,31,36,50,55,42,58,65,65,62,72,45,21,LB
J. Soñora,58,68,30,73,75,59,56,54,55,63,50,52,5,6,5,8,14,26,25,46,45,39,31,59,53,55,58,53,25,65,50,25,37,55,52,RM
M. Kvesić,68,88,38,90,80,75,61,63,78,76,59,77,11,10,7,11,6,44,28,72,62,68,25,68,54,53,68,79,22,77,62,18,56,55,62,CAM
V. van Crooij,67,79,55,77,65,68,65,66,65,71,64,51,12,14,9,14,12,42,33,42,52,65,23,64,62,56,65,66,28,78,83,33,58,63,43,LW
S. Ernst,65,69,49,74,77,68,59,57,53,70,49,46,11,7,8,11,9,56,49,63,63,53,49,54,58,62,67,65,53,67,65,52,49,62,46,CAM
R. Henry,68,93,76,91,88,65,60,63,48,68,45,39,13,12,12,6,12,35,60,82,50,34,64,43,45,60,66,43,65,90,81,66,59,54,33,LM
I. Brizuela,75,90,63,88,78,75,65,68,73,79,72,57,12,9,16,15,16,50,30,69,65,69,23,60,70,69,72,72,35,92,74,34,63,63,61,RM
T. Andreu,68,66,59,66,74,65,68,63,62,66,65,64,7,6,10,13,7,61,56,60,65,64,54,59,67,65,69,68,46,64,74,56,64,70,65,CAM 
Mikel Rico,74,60,72,68,73,73,82,55,52,60,59,63,15,7,10,9,9,55,79,79,73,58,58,60,68,82,77,80,74,48,73,79,76,76,53,CM 
D. Cools,71,71,72,64,58,69,73,72,32,67,48,37,9,6,12,9,9,67,66,74,69,67,66,45,68,67,71,74,71,73,79,70,73,67,28,LB
S. Lainer,68,76,78,66,73,64,61,65,55,64,61,33,10,14,7,8,7,56,61,61,59,65,64,45,56,66,62,69,66,78,81,67,61,53,51,RB
D. Nishi,67,50,74,63,68,63,52,69,51,60,51,42,7,6,12,6,7,58,62,74,68,46,64,37,53,57,70,42,72,58,87,65,70,45,50,RB
N. Lavanchy,62,74,67,70,84,65,59,68,62,62,55,58,12,12,9,10,9,61,52,74,50,60,60,54,71,57,47,60,55,76,56,52,52,50,64,RB
A. Condé,61,68,49,83,77,66,39,59,61,66,39,62,12,14,13,8,13,37,43,66,63,45,46,50,52,54,67,48,59,65,62,58,47,62,39,CM
K. Al Samiri,61,64,49,73,85,66,55,48,42,64,41,39,8,7,13,9,12,43,56,53,64,30,54,45,46,58,68,52,50,67,57,56,44,60,43,CDM
Olmo,69,63,77,68,68,57,61,47,39,39,50,20,15,9,13,14,10,80,67,90,59,34,62,29,51,63,62,62,68,70,73,63,74,55,46,CB 
Douglas,75,33,38,47,50,20,56,13,16,14,10,12,76,72,72,74,77,14,20,74,32,17,15,14,14,73,34,22,12,41,44,10,72,54,14,GK 
M. Braithwaite,77,82,75,86,76,77,77,71,71,76,77,75,14,13,11,7,8,66,31,84,65,70,32,73,81,72,77,77,26,86,81,30,77,73,73,CAM
